OrderDate,ProductName,UnitPrice,Quantity,UnitPriceDiscounted,TotalPrice,ShipName,ShipCountry,IsEurophian
1997-05-19 00.00.00.000,Gumbär Gummibärchen,"31,23",40,"31,23","1249,2",QUICK-Stop,Germany,1
1997-05-19 00.00.00.000,Côte de Blaye,"263,50",30,"263,5",7905,QUICK-Stop,Germany,1
1997-05-19 00.00.00.000,Scottish Longbreads,"12,50",35,"12,5","437,5",QUICK-Stop,Germany,1
1997-05-19 00.00.00.000,Guaraná Fantástica,"4,50",35,"4,0499997","141,74998",Hanari Carnes,Brazil,0
1997-05-19 00.00.00.000,Côte de Blaye,"263,50",4,"237,15","948,6",Hanari Carnes,Brazil,0
1997-05-19 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",36,"18,945","682,02",Hanari Carnes,Brazil,0
1997-05-19 00.00.00.000,Flotemysost,"21,50",9,"19,35","174,15001",Hanari Carnes,Brazil,0
1997-05-20 00.00.00.000,Queso Cabrales,"21,00",15,"19,949999","299,24997",Königlich Essen,Germany,1
1997-05-20 00.00.00.000,Tourtière,"7,45",24,"7,0775","169,86",Königlich Essen,Germany,1
1997-05-21 00.00.00.000,Queso Manchego La Pastora,"38,00",30,"32,3",969,LILA-Supermercado,Venezuela,1
1997-05-21 00.00.00.000,Tunnbröd,"9,00",70,"7,65","535,5",LILA-Supermercado,Venezuela,1
1997-05-21 00.00.00.000,Rössle Sauerkraut,"45,60",7,"45,6","319,19998",Lonesome Pine Restaurant,USA,0
1997-05-21 00.00.00.000,Laughing Lumberjack Lager,"14,00",7,14,98,Lonesome Pine Restaurant,USA,0
1997-05-22 00.00.00.000,Queso Cabrales,"21,00",10,21,210,Lazy K Kountry Store,USA,0
1997-05-23 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",10,30,300,Victuailles en stock,France,1
1997-05-23 00.00.00.000,Steeleye Stout,"18,00",30,18,540,Victuailles en stock,France,1
1997-05-23 00.00.00.000,Tarte au sucre,"49,30",40,"49,3",1972,Victuailles en stock,France,1
1997-05-23 00.00.00.000,Mascarpone Fabioli,"32,00",24,"27,2","652,80005",Seven Seas Imports,UK,1
1997-05-23 00.00.00.000,Inlagd Sill,"19,00",60,19,1140,Seven Seas Imports,UK,1
1997-05-26 00.00.00.000,Sasquatch Ale,"14,00",10,"10,5",105,Toms Spezialitäten,Germany,1
1997-05-26 00.00.00.000,Jack's New England Clam Chowder,"9,65",14,"9,65","135,09999",Toms Spezialitäten,Germany,1
1997-05-27 00.00.00.000,Gorgonzola Telino,"12,50",55,"10,625","584,375",QUICK-Stop,Germany,1
1997-05-27 00.00.00.000,Rogede sild,"9,50",100,"8,075","807,5",QUICK-Stop,Germany,1
1997-05-27 00.00.00.000,Manjimup Dried Apples,"53,00",48,"45,050003","2162,4001",QUICK-Stop,Germany,1
1997-05-28 00.00.00.000,Alice Mutton,"39,00",8,"35,1","280,8",Godos Cocina Típica,Spain,1
1997-05-28 00.00.00.000,Teatime Chocolate Biscuits,"9,20",10,"9,2",92,Godos Cocina Típica,Spain,1
1997-05-28 00.00.00.000,Sir Rodney's Scones,"10,00",6,9,54,Godos Cocina Típica,Spain,1
1997-05-28 00.00.00.000,Sirop d'érable,"28,50",10,"25,65","256,5",Godos Cocina Típica,Spain,1
1997-05-28 00.00.00.000,Pavlova,"17,45",40,"14,832501","593,30005",Furia Bacalhau e Frutos do Mar,Portugal,1
1997-05-28 00.00.00.000,Steeleye Stout,"18,00",20,"15,3",306,Furia Bacalhau e Frutos do Mar,Portugal,1
1997-05-28 00.00.00.000,Gula Malacca,"19,45",40,"19,45",778,Furia Bacalhau e Frutos do Mar,Portugal,1
1997-05-29 00.00.00.000,Gudbrandsdalsost,"36,00",18,36,648,HILARION-Abastos,Venezuela,1
1997-05-29 00.00.00.000,Rhönbräu Klosterbier,"7,75",30,"7,75","232,5",HILARION-Abastos,Venezuela,1
1997-05-30 00.00.00.000,Queso Cabrales,"21,00",15,21,315,Wartian Herkku,Finland,1
1997-05-30 00.00.00.000,Pavlova,"17,45",14,"17,45","244,30002",Wartian Herkku,Finland,1
1997-05-30 00.00.00.000,Gustaf's Knäckebröd,"21,00",24,21,504,Wartian Herkku,Finland,1
1997-05-30 00.00.00.000,Gorgonzola Telino,"12,50",30,"12,5",375,Wartian Herkku,Finland,1
1997-05-30 00.00.00.000,Steeleye Stout,"18,00",6,18,108,Wartian Herkku,Finland,1
1997-05-30 00.00.00.000,Pavlova,"17,45",30,"16,577501","497,32504",Ottilies Käseladen,Germany,1
1997-05-30 00.00.00.000,Tunnbröd,"9,00",20,"8,55",171,Ottilies Käseladen,Germany,1
1997-05-30 00.00.00.000,Tarte au sucre,"49,30",20,"46,835","936,69995",Ottilies Käseladen,Germany,1
1997-05-30 00.00.00.000,Original Frankfurter grüne Soße,"13,00",10,"12,349999","123,49999",Ottilies Käseladen,Germany,1
1997-06-02 00.00.00.000,Tofu,"23,25",30,"18,6",558,Save-a-lot Markets,USA,0
1997-06-02 00.00.00.000,Teatime Chocolate Biscuits,"9,20",35,"7,36","257,6",Save-a-lot Markets,USA,0
1997-06-02 00.00.00.000,Guaraná Fantástica,"4,50",18,"3,6000001","64,8",Save-a-lot Markets,USA,0
1997-06-02 00.00.00.000,Manjimup Dried Apples,"53,00",20,"42,4",848,Save-a-lot Markets,USA,0
1997-06-02 00.00.00.000,Gnocchi di nonna Alice,"38,00",40,"30,4",1216,Save-a-lot Markets,USA,0
1997-06-03 00.00.00.000,Mozzarella di Giovanni,"34,80",24,"34,8","835,19995",Simons bistro,Denmark,1
1997-06-03 00.00.00.000,Wimmers gute Semmelknödel,"33,25",30,"33,25","997,5",Lehmanns Marktstand,Germany,1
1997-06-03 00.00.00.000,Rhönbräu Klosterbier,"7,75",20,"7,75",155,Lehmanns Marktstand,Germany,1
1997-06-04 00.00.00.000,Zaanse koeken,"9,50",25,"9,5","237,5",Around the Horn,UK,1
1997-06-04 00.00.00.000,Manjimup Dried Apples,"53,00",20,53,1060,Around the Horn,UK,1
1997-06-04 00.00.00.000,Filo Mix,"7,00",30,7,210,Around the Horn,UK,1
1997-06-04 00.00.00.000,Perth Pasties,"32,80",18,"32,8","590,39996",Around the Horn,UK,1
1997-06-04 00.00.00.000,Röd Kaviar,"15,00",3,15,45,Around the Horn,UK,1
1997-06-05 00.00.00.000,Jack's New England Clam Chowder,"9,65",12,"9,1675","110,009995",Blondel père et fils,France,1
1997-06-05 00.00.00.000,Pâté chinois,"24,00",18,"22,8","410,4",Blondel père et fils,France,1
1997-06-06 00.00.00.000,Nord-Ost Matjeshering,"25,89",20,"25,89","517,8",Frankenversand,Germany,1
1997-06-06 00.00.00.000,Tarte au sucre,"49,30",15,"36,975","554,625",Frankenversand,Germany,1
1997-06-06 00.00.00.000,Gula Malacca,"19,45",10,"19,45","194,5",Folk och fä HB,Sweden,1
1997-06-06 00.00.00.000,Manjimup Dried Apples,"53,00",50,53,2650,Folk och fä HB,Sweden,1
1997-06-09 00.00.00.000,Geitost,"2,50",20,"2,25",45,Reggiani Caseifici,Italy,1
1997-06-09 00.00.00.000,Tarte au sucre,"49,30",10,"44,37","443,69998",Reggiani Caseifici,Italy,1
1997-06-10 00.00.00.000,Inlagd Sill,"19,00",25,19,475,Ricardo Adocicados,Brazil,0
1997-06-10 00.00.00.000,Filo Mix,"7,00",70,7,490,Ricardo Adocicados,Brazil,0
1997-06-10 00.00.00.000,Alice Mutton,"39,00",16,"37,05","592,8",Rattlesnake Canyon Grocery,USA,0
1997-06-10 00.00.00.000,Gorgonzola Telino,"12,50",6,"11,875","71,25",Rattlesnake Canyon Grocery,USA,0
1997-06-10 00.00.00.000,Pâté chinois,"24,00",25,"22,8",570,Rattlesnake Canyon Grocery,USA,0
1997-06-11 00.00.00.000,Guaraná Fantástica,"4,50",25,"4,0499997","101,24999",Mère Paillarde,Canada,0
1997-06-11 00.00.00.000,Wimmers gute Semmelknödel,"33,25",18,"29,925","538,64996",Mère Paillarde,Canada,0
1997-06-12 00.00.00.000,Queso Cabrales,"21,00",35,"17,85","624,75",Blondel père et fils,France,1
1997-06-12 00.00.00.000,Carnarvon Tigers,"62,50",18,"53,125","956,25",Blondel père et fils,France,1
1997-06-12 00.00.00.000,Lakkalikööri,"18,00",10,18,180,Blondel père et fils,France,1
1997-06-12 00.00.00.000,Gorgonzola Telino,"12,50",60,10,600,Hungry Owl All-Night Grocers,Ireland,1
1997-06-12 00.00.00.000,Manjimup Dried Apples,"53,00",3,53,159,Hungry Owl All-Night Grocers,Ireland,1
1997-06-12 00.00.00.000,Raclette Courdavault,"55,00",40,44,1760,Hungry Owl All-Night Grocers,Ireland,1
1997-06-13 00.00.00.000,Ikura,"31,00",5,31,155,Galería del gastronómo,Spain,1
1997-06-16 00.00.00.000,Gorgonzola Telino,"12,50",35,10,350,Rattlesnake Canyon Grocery,USA,0
1997-06-16 00.00.00.000,Lakkalikööri,"18,00",30,18,540,Rattlesnake Canyon Grocery,USA,0
1997-06-17 00.00.00.000,Queso Cabrales,"21,00",15,"19,949999","299,24997",Mère Paillarde,Canada,0
1997-06-17 00.00.00.000,Gnocchi di nonna Alice,"38,00",60,"36,1",2166,Mère Paillarde,Canada,0
1997-06-17 00.00.00.000,Tofu,"23,25",11,"19,7625","217,38751",Ernst Handel,Austria,1
1997-06-17 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",28,"11,900001","333,2",Ernst Handel,Austria,1
1997-06-18 00.00.00.000,Pavlova,"17,45",12,"15,705","188,45999",Berglunds snabbköp,Sweden,1
1997-06-18 00.00.00.000,Mascarpone Fabioli,"32,00",10,"28,8",288,Berglunds snabbköp,Sweden,1
1997-06-18 00.00.00.000,Boston Crab Meat,"18,40",50,"18,4",920,Berglunds snabbköp,Sweden,1
1997-06-18 00.00.00.000,Rhönbräu Klosterbier,"7,75",15,"6,975","104,625",Berglunds snabbköp,Sweden,1
1997-06-19 00.00.00.000,Alice Mutton,"39,00",18,39,702,Antonio Moreno Taquería,Mexico,0
1997-06-19 00.00.00.000,Sasquatch Ale,"14,00",40,14,560,Antonio Moreno Taquería,Mexico,0
1997-06-19 00.00.00.000,Perth Pasties,"32,80",25,"32,8",820,Antonio Moreno Taquería,Mexico,0
1997-06-19 00.00.00.000,Geitost,"2,50",14,"2,5",35,Trail's Head Gourmet Provisioners,USA,0
1997-06-19 00.00.00.000,Boston Crab Meat,"18,40",2,"18,4","36,8",Trail's Head Gourmet Provisioners,USA,0
1997-06-19 00.00.00.000,Tarte au sucre,"49,30",10,"49,3",493,Trail's Head Gourmet Provisioners,USA,0
1997-06-19 00.00.00.000,Wimmers gute Semmelknödel,"33,25",6,"33,25","199,5",Trail's Head Gourmet Provisioners,USA,0
1997-06-20 00.00.00.000,Raclette Courdavault,"55,00",12,55,660,Morgenstern Gesundkost,Germany,1
1997-06-20 00.00.00.000,Vegie-spread,"43,90",6,"43,9","263,40002",Morgenstern Gesundkost,Germany,1
1997-06-20 00.00.00.000,Mozzarella di Giovanni,"34,80",30,"34,8",1044,Morgenstern Gesundkost,Germany,1
1997-06-20 00.00.00.000,Lakkalikööri,"18,00",10,18,180,Morgenstern Gesundkost,Germany,1
1997-06-23 00.00.00.000,Chai,"18,00",10,18,180,Tortuga Restaurante,Mexico,0
1997-06-23 00.00.00.000,Gorgonzola Telino,"12,50",20,"12,5",250,Tortuga Restaurante,Mexico,0
1997-06-23 00.00.00.000,Gula Malacca,"19,45",21,"19,45","408,45",Tortuga Restaurante,Mexico,0
1997-06-23 00.00.00.000,Chartreuse verte,"18,00",10,18,180,Trail's Head Gourmet Provisioners,USA,0
1997-06-23 00.00.00.000,Rhönbräu Klosterbier,"7,75",20,"7,75",155,Trail's Head Gourmet Provisioners,USA,0
1997-06-23 00.00.00.000,Original Frankfurter grüne Soße,"13,00",18,13,234,Trail's Head Gourmet Provisioners,USA,0
1997-06-24 00.00.00.000,Steeleye Stout,"18,00",20,18,360,B's Beverages,UK,1
1997-06-24 00.00.00.000,Ravioli Angelo,"19,50",6,"19,5",117,B's Beverages,UK,1
1997-06-25 00.00.00.000,Genen Shouyu,"15,50",10,"15,5",155,Let's Stop N Shop,USA,0
1997-06-25 00.00.00.000,Rhönbräu Klosterbier,"7,75",21,"7,75","162,75",Let's Stop N Shop,USA,0
1997-06-26 00.00.00.000,Tofu,"23,25",15,"22,0875","331,3125",Ottilies Käseladen,Germany,1
1997-06-26 00.00.00.000,Jack's New England Clam Chowder,"9,65",9,"9,1675","82,50749",Ottilies Käseladen,Germany,1
1997-06-26 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",30,"19,9975","599,925",Ottilies Käseladen,Germany,1
1997-06-26 00.00.00.000,Rhönbräu Klosterbier,"7,75",50,"6,2000003",310,Familia Arquibaldo,Brazil,0
1997-06-27 00.00.00.000,Ravioli Angelo,"19,50",4,"19,5",78,Blauer See Delikatessen,Germany,1
1997-06-27 00.00.00.000,Lakkalikööri,"18,00",14,18,252,Blauer See Delikatessen,Germany,1
1997-06-30 00.00.00.000,Thüringer Rostbratwurst,"123,79",10,"123,79","1237,9",Wartian Herkku,Finland,1
1997-06-30 00.00.00.000,Camembert Pierrot,"34,00",24,"28,900002","693,60004",Wartian Herkku,Finland,1
1997-06-30 00.00.00.000,Gudbrandsdalsost,"36,00",10,"30,6",306,Wartian Herkku,Finland,1
1997-06-30 00.00.00.000,Gorgonzola Telino,"12,50",50,"11,875","593,75",Blondel père et fils,France,1
1997-07-01 00.00.00.000,Zaanse koeken,"9,50",15,"9,5","142,5",Wellington Importadora,Brazil,0
1997-07-02 00.00.00.000,Filo Mix,"7,00",4,"5,9500003","23,800001",Reggiani Caseifici,Italy,1
1997-07-02 00.00.00.000,Gumbär Gummibärchen,"31,23",6,"31,23","187,38",Que Delícia,Brazil,0
1997-07-02 00.00.00.000,Steeleye Stout,"18,00",20,18,360,Que Delícia,Brazil,0
1997-07-02 00.00.00.000,Original Frankfurter grüne Soße,"13,00",20,13,260,Que Delícia,Brazil,0
1997-07-03 00.00.00.000,Carnarvon Tigers,"62,50",40,50,2000,QUICK-Stop,Germany,1
1997-07-03 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",100,"11,2",1120,QUICK-Stop,Germany,1
1997-07-04 00.00.00.000,Steeleye Stout,"18,00",4,18,72,Great Lakes Food Market,USA,0
1997-07-07 00.00.00.000,Chai,"18,00",20,18,360,Mère Paillarde,Canada,0
1997-07-07 00.00.00.000,Original Frankfurter grüne Soße,"13,00",60,"12,349999","740,99994",Mère Paillarde,Canada,0
1997-07-07 00.00.00.000,Aniseed Syrup,"10,00",14,10,140,Vaffeljernet,Denmark,1
1997-07-07 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",10,30,300,Vaffeljernet,Denmark,1
1997-07-07 00.00.00.000,Tourtière,"7,45",50,"7,45","372,5",Vaffeljernet,Denmark,1
1997-07-08 00.00.00.000,Genen Shouyu,"15,50",25,"14,724999","368,125",Lehmanns Marktstand,Germany,1
1997-07-08 00.00.00.000,Gumbär Gummibärchen,"31,23",5,"29,668499","148,3425",Lehmanns Marktstand,Germany,1
1997-07-09 00.00.00.000,Sir Rodney's Marmalade,"81,00",21,"64,8","1360,8",Lehmanns Marktstand,Germany,1
1997-07-09 00.00.00.000,Gudbrandsdalsost,"36,00",20,"28,800001",576,Lehmanns Marktstand,Germany,1
1997-07-09 00.00.00.000,Lakkalikööri,"18,00",4,"14,400001","57,600002",Lehmanns Marktstand,Germany,1
1997-07-09 00.00.00.000,Filo Mix,"7,00",24,7,168,Old World Delicatessen,USA,0
1997-07-09 00.00.00.000,Escargots de Bourgogne,"13,25",30,"13,25","397,5",Old World Delicatessen,USA,0
1997-07-10 00.00.00.000,Steeleye Stout,"18,00",30,"13,5",405,Ernst Handel,Austria,1
1997-07-10 00.00.00.000,Sirop d'érable,"28,50",120,"21,375",2565,Ernst Handel,Austria,1
1997-07-10 00.00.00.000,Gudbrandsdalsost,"36,00",65,27,1755,Ernst Handel,Austria,1
1997-07-11 00.00.00.000,Gnocchi di nonna Alice,"38,00",5,"30,4",152,White Clover Markets,USA,0
1997-07-11 00.00.00.000,Vegie-spread,"43,90",24,"35,120003","842,88007",White Clover Markets,USA,0
1997-07-11 00.00.00.000,Rhönbräu Klosterbier,"7,75",30,"6,2000003","186,00002",White Clover Markets,USA,0
1997-07-11 00.00.00.000,Guaraná Fantástica,"4,50",35,"3,6000001","126,00001",Piccolo und mehr,Austria,1
1997-07-11 00.00.00.000,Ravioli Angelo,"19,50",20,"19,5",390,Piccolo und mehr,Austria,1
1997-07-11 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",12,"16,84","202,08",Piccolo und mehr,Austria,1
1997-07-14 00.00.00.000,Schoggi Schokolade,"43,90",50,"43,9",2195,Rattlesnake Canyon Grocery,USA,0
1997-07-14 00.00.00.000,Flotemysost,"21,50",9,"21,5","193,5",Rattlesnake Canyon Grocery,USA,0
1997-07-15 00.00.00.000,Tarte au sucre,"49,30",10,"49,3",493,B's Beverages,UK,1
1997-07-16 00.00.00.000,Tourtière,"7,45",4,"7,45","29,8",Hungry Coyote Import Store,USA,0
1997-07-16 00.00.00.000,Röd Kaviar,"15,00",30,15,450,Hungry Coyote Import Store,USA,0
1997-07-16 00.00.00.000,Konbu,"6,00",60,6,360,HILARION-Abastos,Venezuela,1
1997-07-16 00.00.00.000,Raclette Courdavault,"55,00",35,55,1925,HILARION-Abastos,Venezuela,1
1997-07-17 00.00.00.000,Original Frankfurter grüne Soße,"13,00",5,"9,75","48,75",Vaffeljernet,Denmark,1
1997-07-18 00.00.00.000,Gustaf's Knäckebröd,"21,00",48,21,1008,Save-a-lot Markets,USA,0
1997-07-18 00.00.00.000,Maxilaku,"20,00",25,19,475,Save-a-lot Markets,USA,0
1997-07-18 00.00.00.000,Chocolade,"12,75",6,"11,474999","68,85",Furia Bacalhau e Frutos do Mar,Portugal,1
1997-07-18 00.00.00.000,Lakkalikööri,"18,00",10,"16,199999","161,99998",Furia Bacalhau e Frutos do Mar,Portugal,1
1997-07-21 00.00.00.000,Pavlova,"17,45",30,"16,577501","497,32504",Mère Paillarde,Canada,0
1997-07-21 00.00.00.000,Raclette Courdavault,"55,00",20,"52,25",1045,Mère Paillarde,Canada,0
1997-07-21 00.00.00.000,Camembert Pierrot,"34,00",70,"32,3",2261,Mère Paillarde,Canada,0
1997-07-21 00.00.00.000,Flotemysost,"21,50",15,"20,425","306,375",Mère Paillarde,Canada,0
1997-07-22 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",20,"17,6",352,Tradiçao Hipermercados,Brazil,0
1997-07-22 00.00.00.000,Pâté chinois,"24,00",20,"19,2",384,Tradiçao Hipermercados,Brazil,0
1997-07-22 00.00.00.000,Tarte au sucre,"49,30",10,"39,44","394,4",Tradiçao Hipermercados,Brazil,0
1997-07-22 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",45,30,1350,Save-a-lot Markets,USA,0
1997-07-22 00.00.00.000,Alice Mutton,"39,00",100,39,3900,Save-a-lot Markets,USA,0
1997-07-22 00.00.00.000,Geitost,"2,50",14,"2,5",35,Save-a-lot Markets,USA,0
1997-07-22 00.00.00.000,Boston Crab Meat,"18,40",42,"18,4","772,8",Save-a-lot Markets,USA,0
1997-07-22 00.00.00.000,Mozzarella di Giovanni,"34,80",12,"34,8","417,59998",Save-a-lot Markets,USA,0
1997-07-23 00.00.00.000,Gnocchi di nonna Alice,"38,00",28,38,1064,Toms Spezialitäten,Germany,1
1997-07-24 00.00.00.000,Chai,"18,00",3,18,54,Du monde entier,France,1
1997-07-24 00.00.00.000,Ikura,"31,00",10,31,310,Du monde entier,France,1
1997-07-24 00.00.00.000,Sir Rodney's Scones,"10,00",6,10,60,Du monde entier,France,1
1997-07-25 00.00.00.000,Inlagd Sill,"19,00",21,"14,25","299,25",La maison d'Asie,France,1
1997-07-25 00.00.00.000,Chai,"18,00",6,18,108,Wolski Zajazd,Poland,1
1997-07-25 00.00.00.000,Chang,"19,00",10,19,190,Wolski Zajazd,Poland,1
1997-07-25 00.00.00.000,Camembert Pierrot,"34,00",15,34,510,Wolski Zajazd,Poland,1
1997-07-28 00.00.00.000,Ikura,"31,00",70,31,2170,Save-a-lot Markets,USA,0
1997-07-28 00.00.00.000,Inlagd Sill,"19,00",55,19,1045,Save-a-lot Markets,USA,0
1997-07-28 00.00.00.000,Maxilaku,"20,00",18,20,360,Save-a-lot Markets,USA,0
1997-07-28 00.00.00.000,Camembert Pierrot,"34,00",40,34,1360,Save-a-lot Markets,USA,0
1997-07-28 00.00.00.000,Lakkalikööri,"18,00",80,18,1440,Save-a-lot Markets,USA,0
1997-07-29 00.00.00.000,Konbu,"6,00",8,"5,3999996","43,199997",HILARION-Abastos,Venezuela,1
1997-07-29 00.00.00.000,Rhönbräu Klosterbier,"7,75",40,"7,75",310,HILARION-Abastos,Venezuela,1
1997-07-29 00.00.00.000,Queso Cabrales,"21,00",14,21,294,Blauer See Delikatessen,Germany,1
1997-07-29 00.00.00.000,Sir Rodney's Scones,"10,00",8,10,80,Blauer See Delikatessen,Germany,1
1997-07-29 00.00.00.000,Chartreuse verte,"18,00",5,18,90,Blauer See Delikatessen,Germany,1
1997-07-30 00.00.00.000,Pâté chinois,"24,00",5,24,120,Wilman Kala,Finland,1
1997-07-31 00.00.00.000,Côte de Blaye,"263,50",15,"250,325","3754,875",Great Lakes Food Market,USA,0
1997-07-31 00.00.00.000,Gnocchi di nonna Alice,"38,00",14,38,532,Great Lakes Food Market,USA,0
1997-07-31 00.00.00.000,Outback Lager,"15,00",15,"14,25","213,75",Great Lakes Food Market,USA,0
1997-07-31 00.00.00.000,Flotemysost,"21,50",15,"20,425","306,375",Great Lakes Food Market,USA,0
1997-07-31 00.00.00.000,Raclette Courdavault,"55,00",30,"46,75","1402,5",Great Lakes Food Market,USA,0
1997-08-01 00.00.00.000,Grandma's Boysenberry Spread,"25,00",70,25,1750,Mère Paillarde,Canada,0
1997-08-01 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,38,760,Mère Paillarde,Canada,0
1997-08-01 00.00.00.000,Scottish Longbreads,"12,50",15,"12,5","187,5",Mère Paillarde,Canada,0
1997-08-04 00.00.00.000,Sir Rodney's Scones,"10,00",42,10,420,Mère Paillarde,Canada,0
1997-08-04 00.00.00.000,Gustaf's Knäckebröd,"21,00",40,21,840,Mère Paillarde,Canada,0
1997-08-05 00.00.00.000,Guaraná Fantástica,"4,50",5,"4,5","22,5",Laughing Bacchus Wine Cellars,Canada,0
1997-08-05 00.00.00.000,Filo Mix,"7,00",5,7,35,Laughing Bacchus Wine Cellars,Canada,0
1997-08-05 00.00.00.000,Teatime Chocolate Biscuits,"9,20",5,"9,2",46,Island Trading,UK,1
1997-08-05 00.00.00.000,Tunnbröd,"9,00",10,9,90,Island Trading,UK,1
1997-08-05 00.00.00.000,Outback Lager,"15,00",20,15,300,Island Trading,UK,1
1997-08-05 00.00.00.000,Flotemysost,"21,50",15,"21,5","322,5",Island Trading,UK,1
1997-08-06 00.00.00.000,Chang,"19,00",20,19,380,Ricardo Adocicados,Brazil,0
1997-08-06 00.00.00.000,Scottish Longbreads,"12,50",18,10,180,Ricardo Adocicados,Brazil,0
1997-08-07 00.00.00.000,Tofu,"23,25",21,"23,25","488,25",Frankenversand,Germany,1
1997-08-07 00.00.00.000,Teatime Chocolate Biscuits,"9,20",15,"8,28","124,2",Frankenversand,Germany,1
1997-08-07 00.00.00.000,Sir Rodney's Scones,"10,00",25,9,225,Frankenversand,Germany,1
1997-08-07 00.00.00.000,Guaraná Fantástica,"4,50",3,"4,5","13,5",Frankenversand,Germany,1
1997-08-07 00.00.00.000,Steeleye Stout,"18,00",30,"16,199999","485,99997",Frankenversand,Germany,1
1997-08-07 00.00.00.000,Rössle Sauerkraut,"45,60",10,"45,6",456,The Cracker Box,USA,0
1997-08-07 00.00.00.000,Thüringer Rostbratwurst,"123,79",6,"123,79","742,74",The Cracker Box,USA,0
1997-08-07 00.00.00.000,Gula Malacca,"19,45",10,"19,45","194,5",The Cracker Box,USA,0
1997-08-08 00.00.00.000,Tofu,"23,25",3,"23,25","69,75",Ana Trujillo Emparedados y helados,Mexico,0
1997-08-08 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",5,14,70,Ana Trujillo Emparedados y helados,Mexico,0
1997-08-08 00.00.00.000,Camembert Pierrot,"34,00",10,34,340,Ana Trujillo Emparedados y helados,Mexico,0
1997-08-11 00.00.00.000,Perth Pasties,"32,80",12,"32,8","393,59998",Berglunds snabbköp,Sweden,1
1997-08-11 00.00.00.000,Camembert Pierrot,"34,00",20,34,680,Berglunds snabbköp,Sweden,1
1997-08-11 00.00.00.000,Flotemysost,"21,50",20,"21,5",430,Berglunds snabbköp,Sweden,1
1997-08-11 00.00.00.000,Tarte au sucre,"49,30",15,"49,3","739,5",Save-a-lot Markets,USA,0
1997-08-11 00.00.00.000,Röd Kaviar,"15,00",35,"12,75","446,25",Save-a-lot Markets,USA,0
1997-08-12 00.00.00.000,Chai,"18,00",25,18,450,Blondel père et fils,France,1
1997-08-12 00.00.00.000,Thüringer Rostbratwurst,"123,79",20,"123,79","2475,8",Godos Cocina Típica,Spain,1
1997-08-12 00.00.00.000,Wimmers gute Semmelknödel,"33,25",9,"33,25","299,25",Godos Cocina Típica,Spain,1
1997-08-13 00.00.00.000,Pâté chinois,"24,00",12,"22,8","273,59998",Königlich Essen,Germany,1
1997-08-13 00.00.00.000,Lakkalikööri,"18,00",35,18,630,Königlich Essen,Germany,1
1997-08-14 00.00.00.000,Rhönbräu Klosterbier,"7,75",8,"6,975","55,8",La maison d'Asie,France,1
1997-08-14 00.00.00.000,Chang,"19,00",30,"18,05","541,5",Die Wandernde Kuh,Germany,1
1997-08-14 00.00.00.000,Geitost,"2,50",20,"2,375","47,5",Die Wandernde Kuh,Germany,1
1997-08-15 00.00.00.000,Queso Manchego La Pastora,"38,00",36,"32,3","1162,7999",Ernst Handel,Austria,1
1997-08-15 00.00.00.000,Konbu,"6,00",13,"5,1000004","66,3",Ernst Handel,Austria,1
1997-08-15 00.00.00.000,Gumbär Gummibärchen,"31,23",35,"26,5455","929,09247",Ernst Handel,Austria,1
1997-08-15 00.00.00.000,Tarte au sucre,"49,30",80,"41,905","3352,4",Ernst Handel,Austria,1
